Q1;Q2;Q3;Q4;Q5;Q6;Q7;Q8;Q9;Q10;Q11;Q12;Q13;Q14;total;q1;q2;q3;q4;q5;q6;q7;q8;q9;q10;q11;q12;q13;q14;freq;total_bin
3;1;3;3;3;4;2;1;4;3;3;1;1;1;33;0;0;0;0;0;1;0;0;1;0;0;0;0;0;14;2
4;3;5;2;1;3;1;1;3;1;1;3;1;2;31;1;0;1;0;0;0;0;0;0;0;0;0;0;0;54;2
3;3;1;3;1;3;2;5;5;3;4;6;5;3;47;0;0;0;0;0;0;0;1;1;0;1;1;1;0;9;5
4;6;5;4;5;4;2;2;1;1;1;4;1;1;41;1;1;1;1;1;1;0;0;0;0;0;1;0;0;2;7
4;4;3;1;1;4;1;3;4;4;3;3;3;3;41;1;1;0;0;0;1;0;0;1;1;0;0;0;0;1;5
4;1;4;3;1;4;1;4;4;2;4;5;4;2;43;1;0;1;0;0;1;0;1;1;0;1;1;1;0;3;8
6;6;5;4;1;5;5;1;5;5;3;5;6;3;60;1;1;1;1;0;1;1;0;1;1;0;1;1;0;1;10
2;3;4;2;1;3;1;4;2;3;3;3;3;2;36;0;0;1;0;0;0;0;1;0;0;0;0;0;0;21;2
5;4;6;3;1;5;1;1;1;1;1;3;1;3;36;1;1;1;0;0;1;0;0;0;0;0;0;0;0;5;4
3;4;4;2;3;5;2;4;4;1;3;2;2;3;42;0;1;1;0;0;1;0;1;1;0;0;0;0;0;2;5
1;1;1;1;1;2;1;1;1;1;1;3;1;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;2;1;2;3;2;3;3;3;2;3;2;3;3;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;3;4;3;4;4;3;4;3;3;2;3;1;2;43;1;0;1;0;1;1;0;1;0;0;0;0;0;0;4;5
3;5;2;5;2;2;2;5;5;3;3;2;3;2;44;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;4
3;1;5;1;1;1;3;1;3;3;4;6;2;1;35;0;0;1;0;0;0;0;0;0;0;1;1;0;0;8;3
3;3;5;1;3;4;1;5;4;4;3;3;4;3;46;0;0;1;0;0;1;0;1;1;1;0;0;1;0;1;6
3;2;3;3;4;2;4;4;4;2;3;3;2;3;42;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;4
2;4;3;1;1;2;3;4;3;2;3;4;4;2;38;0;1;0;0;0;0;0;1;0;0;0;1;1;0;7;4
1;2;3;4;1;4;1;1;4;3;4;5;1;3;37;0;0;0;1;0;1;0;0;1;0;1;1;0;0;1;5
3;1;5;1;2;5;2;4;3;2;5;2;3;2;40;0;0;1;0;0;1;0;1;0;0;1;0;0;0;3;4
4;4;5;4;1;5;3;2;4;2;4;1;1;1;41;1;1;1;1;0;1;0;0;1;0;1;0;0;0;1;7
2;4;3;1;2;2;1;2;2;1;3;4;2;3;32;0;1;0;0;0;0;0;0;0;0;0;1;0;0;21;2
3;3;2;1;1;4;3;2;2;4;3;4;3;3;38;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;3
4;1;1;1;1;5;2;7;5;5;5;2;5;1;45;1;0;0;0;0;1;0;1;1;1;1;0;1;0;9;7
1;4;1;1;1;1;2;4;4;4;6;5;5;3;42;0;1;0;0;0;0;0;1;1;1;1;1;1;0;11;7
4;1;2;1;1;3;1;1;1;1;1;2;1;1;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1
4;3;4;1;1;2;1;2;3;2;3;2;2;2;32;1;0;1;0;0;0;0;0;0;0;0;0;0;0;54;2
2;1;1;1;1;3;1;4;3;3;3;3;3;1;30;0;0;0;0;0;0;0;1;0;0;0;0;0;0;60;1
3;3;5;1;1;3;1;3;5;3;3;3;3;3;40;0;0;1;0;0;0;0;0;1;0;0;0;0;0;10;2
3;3;1;2;1;3;3;3;3;1;4;3;1;1;32;0;0;0;0;0;0;0;0;0;0;1;0;0;0;52;1
4;6;6;3;3;5;2;3;4;2;6;6;6;2;58;1;1;1;0;0;1;0;0;1;0;1;1;1;0;1;8
3;5;5;3;3;4;2;2;4;2;3;4;1;1;42;0;1;1;0;0;1;0;0;1;0;0;1;0;0;2;5
4;2;5;1;5;1;1;3;3;3;3;4;3;1;39;1;0;1;0;1;0;0;0;0;0;0;1;0;0;6;4
1;3;1;1;1;1;1;5;4;3;3;2;1;1;28;0;0;0;0;0;0;0;1;1;0;0;0;0;0;16;2
2;3;2;1;1;3;1;5;4;4;4;5;4;4;43;0;0;0;0;0;0;0;1;1;1;1;1;1;1;3;7
6;2;1;2;1;6;2;3;4;2;6;5;3;3;46;1;0;0;0;0;1;0;0;1;0;1;1;0;0;7;5
3;1;3;1;4;3;2;1;3;1;3;3;1;1;30;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13;1
2;1;5;2;4;1;1;3;2;2;2;1;1;2;29;0;0;1;0;1;0;0;0;0;0;0;0;0;0;4;2
3;3;1;1;2;3;1;3;4;2;5;3;2;3;36;0;0;0;0;0;0;0;0;1;0;1;0;0;0;49;2
4;3;3;1;1;3;1;3;1;1;3;2;3;3;32;1;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1
6;6;5;1;6;2;1;4;5;1;5;6;1;2;51;1;1;1;0;1;0;0;1;1;0;1;1;0;0;1;8
3;2;4;2;3;3;1;2;1;1;1;2;1;2;28;0;0;1;0;0;0;0;0;0;0;0;0;0;0;102;1
3;3;4;1;1;2;1;3;3;1;3;4;1;1;31;0;0;1;0;0;0;0;0;0;0;0;1;0;0;46;2
3;4;3;1;2;1;1;4;3;3;3;4;4;3;39;0;1;0;0;0;0;0;1;0;0;0;1;1;0;7;4
3;2;1;1;1;3;1;4;4;3;4;4;3;3;37;0;0;0;0;0;0;0;1;1;0;1;1;0;0;11;4
2;1;1;2;1;1;1;2;2;1;1;4;1;1;21;0;0;0;0;0;0;0;0;0;0;0;1;0;0;239;1
3;4;4;2;1;3;5;5;4;6;5;6;6;6;60;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;10
6;4;1;3;2;6;2;3;4;1;5;4;1;1;43;1;1;0;0;0;1;0;0;1;0;1;1;0;0;3;6
3;1;3;1;3;3;1;1;1;1;1;1;1;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;4;3;1;1;3;1;6;4;4;6;2;1;3;42;0;1;0;0;0;0;0;1;1;1;1;0;0;0;1;5
1;1;1;1;2;1;1;2;2;2;2;2;1;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
6;6;3;3;1;4;2;3;4;5;3;6;3;6;55;1;1;0;0;0;1;0;0;1;1;0;1;0;1;2;7
3;4;1;2;1;1;1;4;4;4;4;6;4;2;41;0;1;0;0;0;0;0;1;1;1;1;1;1;0;11;7
4;2;1;2;1;3;1;3;2;1;1;2;1;1;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1
3;5;1;4;5;3;1;3;1;3;1;5;1;5;41;0;1;0;1;1;0;0;0;0;0;0;1;0;1;1;5
3;4;4;3;1;4;4;3;4;5;4;4;5;1;49;0;1;1;0;0;1;1;0;1;1;1;1;1;0;1;9
2;3;2;1;1;1;1;5;3;3;5;5;5;2;39;0;0;0;0;0;0;0;1;0;0;1;1;1;0;4;4
4;3;4;3;1;4;3;3;2;1;2;2;1;2;35;1;0;1;0;0;1;0;0;0;0;0;0;0;0;66;3
3;1;3;1;1;3;3;5;4;3;5;1;3;3;39;0;0;0;0;0;0;0;1;1;0;1;0;0;0;23;3
5;4;3;4;2;2;2;5;3;3;3;6;4;4;50;1;1;0;1;0;0;0;1;0;0;0;1;1;1;1;7
6;5;2;1;4;6;3;5;5;4;5;4;5;5;60;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;11
2;3;4;3;2;1;3;2;2;1;2;4;1;1;31;0;0;1;0;0;0;0;0;0;0;0;1;0;0;46;2
6;1;3;1;1;6;1;4;4;3;1;2;3;1;37;1;0;0;0;0;1;0;1;1;0;0;0;0;0;7;4
3;3;5;2;1;5;2;4;4;4;5;4;3;1;46;0;0;1;0;0;1;0;1;1;1;1;1;0;0;3;7
6;4;1;3;5;5;2;3;5;2;5;3;1;4;49;1;1;0;0;1;1;0;0;1;0;1;0;0;1;1;7
2;2;1;1;2;1;2;3;2;1;2;1;2;2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
5;1;4;1;1;3;1;5;3;1;4;3;1;4;37;1;0;1;0;0;0;0;1;0;0;1;0;0;1;1;5
5;3;2;3;5;3;1;2;3;3;3;4;4;3;44;1;0;0;0;1;0;0;0;0;0;0;1;1;0;1;4
6;4;5;3;5;5;3;4;4;1;3;3;1;4;51;1;1;1;0;1;1;0;1;1;0;0;0;0;1;1;8
4;4;1;1;1;4;1;3;4;1;3;3;3;1;34;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;4
4;4;5;1;3;4;2;1;3;3;3;2;1;3;39;1;1;1;0;0;1;0;0;0;0;0;0;0;0;5;4
1;1;1;1;1;1;1;2;1;1;2;2;1;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
6;5;5;4;4;6;3;1;3;1;3;5;4;4;54;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;9
1;1;1;2;3;1;1;1;2;1;3;1;1;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;3;1;1;1;2;1;5;1;1;3;3;3;3;31;0;0;0;0;0;0;0;1;0;0;0;0;0;0;60;1
6;4;2;1;1;4;1;2;3;1;3;3;1;3;35;1;1;0;0;0;1;0;0;0;0;0;0;0;0;7;3
4;5;6;2;2;4;6;2;5;3;4;5;3;4;55;1;1;1;0;0;1;1;0;1;0;1;1;0;1;1;9
3;4;5;2;2;3;1;4;3;2;3;5;3;2;42;0;1;1;0;0;0;0;1;0;0;0;1;0;0;2;4
3;3;5;2;2;4;2;5;4;5;3;4;3;2;47;0;0;1;0;0;1;0;1;1;1;0;1;0;0;1;6
6;5;4;1;3;5;1;3;4;3;4;6;3;4;52;1;1;1;0;0;1;0;0;1;0;1;1;0;1;1;8
4;3;1;4;2;3;2;5;3;2;2;4;4;4;43;1;0;0;1;0;0;0;1;0;0;0;1;1;1;1;6
2;4;3;3;3;2;1;4;4;1;4;2;1;3;37;0;1;0;0;0;0;0;1;1;0;1;0;0;0;4;4
3;2;3;2;1;4;3;2;1;1;3;3;1;1;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;90;1
6;5;4;3;4;4;2;3;4;2;3;5;2;5;52;1;1;1;0;1;1;0;0;1;0;0;1;0;1;2;8
4;2;4;1;1;3;1;2;2;2;3;2;2;1;30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;54;2
5;4;4;3;3;5;3;1;4;2;3;2;1;5;45;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;6
5;4;5;2;2;4;2;5;3;3;4;6;3;5;53;1;1;1;0;0;1;0;1;0;0;1;1;0;1;2;8
4;4;6;3;2;3;1;3;4;1;4;2;2;3;42;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;5
3;3;4;1;1;2;1;3;4;2;3;4;3;3;37;0;0;1;0;0;0;0;0;1;0;0;1;0;0;10;3
2;4;2;1;1;2;1;5;4;4;5;5;5;2;43;0;1;0;0;0;0;0;1;1;1;1;1;1;0;11;7
4;1;5;3;3;5;3;1;2;1;1;2;1;1;33;1;0;1;0;0;1;0;0;0;0;0;0;0;0;66;3
1;5;4;2;1;1;1;1;1;1;1;4;1;1;25;0;1;1;0;0;0;0;0;0;0;0;1;0;0;7;3
1;2;1;2;3;3;3;3;3;3;3;3;2;1;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;2;4;1;3;3;2;3;1;1;3;4;1;4;36;1;0;1;0;0;0;0;0;0;0;0;1;0;1;4;4
1;3;1;1;1;4;1;1;3;1;3;3;1;1;25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;90;1
1;1;3;3;4;1;3;1;1;1;1;1;1;1;23;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13;1
5;5;5;1;5;5;1;3;4;4;4;4;4;4;54;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;11
3;3;5;2;1;4;1;2;3;1;3;3;2;1;34;0;0;1;0;0;1;0;0;0;0;0;0;0;0;35;2
5;4;3;3;5;5;1;5;1;1;5;2;1;2;43;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;6
6;1;5;3;5;6;3;2;1;1;3;4;1;1;42;1;0;1;0;1;1;0;0;0;0;0;1;0;0;24;5
4;3;5;1;1;4;4;2;1;3;2;3;1;1;35;1;0;1;0;0;1;1;0;0;0;0;0;0;0;5;4
1;3;2;3;1;2;1;2;2;3;1;4;3;1;29;0;0;0;0;0;0;0;0;0;0;0;1;0;0;239;1
2;1;4;1;1;4;3;5;4;5;5;3;4;3;45;0;0;1;0;0;1;0;1;1;1;1;0;1;0;2;7
5;4;2;3;3;5;3;5;6;4;6;3;5;2;56;1;1;0;0;0;1;0;1;1;1;1;0;1;0;1;8
3;2;4;1;1;2;1;1;2;1;1;1;1;2;23;0;0;1;0;0;0;0;0;0;0;0;0;0;0;102;1
4;3;5;3;2;2;1;1;1;1;2;1;1;1;28;1;0;1;0;0;0;0;0;0;0;0;0;0;0;54;2
3;3;2;3;1;2;2;3;3;1;3;2;3;1;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;3;1;3;1;4;2;1;4;2;3;1;3;1;30;0;0;0;0;0;1;0;0;1;0;0;0;0;0;14;2
4;3;4;1;1;3;1;3;3;3;3;3;2;3;37;1;0;1;0;0;0;0;0;0;0;0;0;0;0;54;2
4;4;4;1;1;4;1;4;3;4;4;4;4;1;43;1;1;1;0;0;1;0;1;0;1;1;1;1;0;1;9
4;4;2;1;3;4;3;3;1;1;2;2;1;3;34;1;1;0;0;0;1;0;0;0;0;0;0;0;0;7;3
6;3;1;1;1;5;1;3;4;3;4;4;3;3;42;1;0;0;0;0;1;0;0;1;0;1;1;0;0;7;5
6;2;5;1;2;5;1;4;2;2;3;2;1;3;39;1;0;1;0;0;1;0;1;0;0;0;0;0;0;10;4
4;4;4;1;1;4;1;4;1;1;4;3;2;1;35;1;1;1;0;0;1;0;1;0;0;1;0;0;0;2;6
6;6;6;4;5;6;5;1;4;5;3;5;1;4;61;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;11
4;4;3;2;1;3;1;4;4;1;4;4;2;3;40;1;1;0;0;0;0;0;1;1;0;1;1;0;0;1;6
4;2;5;1;1;5;5;4;3;3;3;4;2;1;43;1;0;1;0;0;1;1;1;0;0;0;1;0;0;2;6
1;1;1;3;1;4;1;1;1;1;3;1;1;1;21;0;0;0;0;0;1;0;0;0;0;0;0;0;0;90;1
2;4;1;2;2;1;1;2;2;2;2;4;2;1;28;0;1;0;0;0;0;0;0;0;0;0;1;0;0;21;2
5;5;5;1;5;4;4;6;1;2;3;6;1;3;51;1;1;1;0;1;1;1;1;0;0;0;1;0;0;1;8
3;2;5;1;4;3;1;1;3;1;5;3;1;2;35;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;3
4;5;4;1;3;3;3;3;3;4;4;4;1;3;45;1;1;1;0;0;0;0;0;0;1;1;1;0;0;1;6
6;1;5;1;4;6;1;5;4;4;4;4;3;3;51;1;0;1;0;1;1;0;1;1;1;1;1;0;0;1;9
2;2;1;1;1;1;1;2;1;1;2;4;2;3;24;0;0;0;0;0;0;0;0;0;0;0;1;0;0;239;1
6;5;4;3;5;3;3;1;3;1;3;4;1;3;45;1;1;1;0;1;0;0;0;0;0;0;1;0;0;4;5
1;4;1;4;1;4;1;1;4;3;5;3;2;2;36;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1;5
1;2;1;1;1;3;1;1;2;1;2;2;1;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
6;6;5;2;3;3;1;4;5;5;4;6;6;5;61;1;1;1;0;0;0;0;1;1;1;1;1;1;1;5;10
6;1;5;3;6;5;3;4;4;3;4;4;2;5;55;1;0;1;0;1;1;0;1;1;0;1;1;0;1;1;9
5;5;5;3;2;5;2;5;4;3;4;4;4;3;54;1;1;1;0;0;1;0;1;1;0;1;1;1;0;5;9
2;3;3;2;1;3;3;1;3;3;4;4;3;1;36;0;0;0;0;0;0;0;0;0;0;1;1;0;0;27;2
4;2;4;2;1;5;1;3;4;3;5;5;3;1;43;1;0;1;0;0;1;0;0;1;0;1;1;0;0;9;6
3;3;3;3;3;4;3;3;1;3;2;3;2;3;39;0;0;0;0;0;1;0;0;0;0;0;0;0;0;90;1
2;2;2;2;2;2;4;5;5;6;5;5;5;5;52;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;8
3;3;1;3;2;2;3;2;3;3;4;4;2;1;36;0;0;0;0;0;0;0;0;0;0;1;1;0;0;27;2
4;4;5;1;4;5;3;4;4;3;4;4;4;3;52;1;1;1;0;1;1;0;1;1;0;1;1;1;0;1;10
2;3;2;3;3;3;3;4;4;3;3;5;3;3;44;0;0;0;0;0;0;0;1;1;0;0;1;0;0;9;3
1;2;4;3;1;3;2;3;4;1;4;4;1;1;34;0;0;1;0;0;0;0;0;1;0;1;1;0;0;6;4
3;2;3;1;1;4;1;1;1;1;1;3;3;1;26;0;0;0;0;0;1;0;0;0;0;0;0;0;0;90;1
3;2;3;3;1;2;2;3;4;3;3;3;2;2;36;0;0;0;0;0;0;0;0;1;0;0;0;0;0;46;1
1;3;1;1;1;1;1;3;3;3;3;3;4;2;30;0;0;0;0;0;0;0;0;0;0;0;0;1;0;19;1
5;3;5;3;5;4;3;3;4;3;3;3;1;4;49;1;0;1;0;1;1;0;0;1;0;0;0;0;1;3;6
3;3;4;3;3;3;3;1;1;1;1;1;1;3;31;0;0;1;0;0;0;0;0;0;0;0;0;0;0;102;1
2;2;2;2;2;1;1;3;4;2;3;2;3;2;31;0;0;0;0;0;0;0;0;1;0;0;0;0;0;46;1
4;1;4;1;1;4;4;3;3;1;2;3;1;1;33;1;0;1;0;0;1;1;0;0;0;0;0;0;0;5;4
3;4;4;1;1;3;3;3;1;2;2;4;2;3;36;0;1;1;0;0;0;0;0;0;0;0;1;0;0;7;3
4;1;4;1;1;4;3;4;4;4;5;3;3;3;44;1;0;1;0;0;1;0;1;1;1;1;0;0;0;3;7
5;2;3;3;5;1;1;1;1;1;1;3;3;3;33;1;0;0;0;1;0;0;0;0;0;0;0;0;0;25;2
3;2;4;3;4;3;6;3;2;3;3;1;3;2;42;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;3
3;3;3;1;4;4;1;3;2;1;1;2;3;2;33;0;0;0;0;1;1;0;0;0;0;0;0;0;0;9;2
4;4;3;1;4;3;2;4;3;2;2;4;3;1;40;1;1;0;0;1;0;0;1;0;0;0;1;0;0;4;5
4;4;4;3;3;5;3;1;4;1;4;5;3;1;45;1;1;1;0;0;1;0;0;1;0;1;1;0;0;6;7
2;2;1;1;1;3;2;4;3;3;4;1;5;2;34;0;0;0;0;0;0;0;1;0;0;1;0;1;0;4;3
3;2;1;1;3;4;1;3;4;3;3;2;2;1;33;0;0;0;0;0;1;0;0;1;0;0;0;0;0;14;2
1;5;1;3;1;1;1;1;5;3;5;6;4;2;39;0;1;0;0;0;0;0;0;1;0;1;1;1;0;4;5
2;4;1;3;1;3;1;2;2;1;2;5;2;3;32;0;1;0;0;0;0;0;0;0;0;0;1;0;0;21;2
3;4;5;3;2;5;2;3;4;3;3;4;3;2;46;0;1;1;0;0;1;0;0;1;0;0;1;0;0;2;5
5;4;4;1;1;5;1;5;4;3;3;4;3;1;44;1;1;1;0;0;1;0;1;1;0;0;1;0;0;2;7
2;2;3;2;3;3;3;1;1;1;2;5;3;1;32;0;0;0;0;0;0;0;0;0;0;0;1;0;0;239;1
3;3;2;1;1;3;2;3;5;3;3;4;3;2;38;0;0;0;0;0;0;0;0;1;0;0;1;0;0;21;2
4;4;6;5;4;4;2;2;5;3;6;5;5;2;57;1;1;1;1;1;1;0;0;1;0;1;1;1;0;1;10
3;3;4;3;2;4;1;3;5;2;5;5;3;3;46;0;0;1;0;0;1;0;0;1;0;1;1;0;0;4;5
3;1;5;2;1;5;4;5;4;2;3;2;3;3;43;0;0;1;0;0;1;1;1;1;0;0;0;0;0;1;5
5;3;2;3;3;5;3;2;3;2;2;4;4;4;45;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;5
4;1;5;2;4;4;2;2;1;3;3;1;1;2;35;1;0;1;0;1;1;0;0;0;0;0;0;0;0;16;4
4;1;1;1;1;4;2;4;4;3;4;4;3;5;41;1;0;0;0;0;1;0;1;1;0;1;1;0;1;2;7
4;2;5;1;1;2;2;3;2;1;1;4;1;3;32;1;0;1;0;0;0;0;0;0;0;0;1;0;0;19;3
1;2;3;1;1;2;1;3;4;1;3;5;2;2;31;0;0;0;0;0;0;0;0;1;0;0;1;0;0;21;2
4;6;4;2;2;1;1;1;1;1;1;6;1;2;33;1;1;1;0;0;0;0;0;0;0;0;1;0;0;11;4
5;3;5;1;1;4;1;3;3;3;3;3;4;2;41;1;0;1;0;0;1;0;0;0;0;0;0;1;0;4;4
4;2;4;2;1;4;3;4;4;3;5;5;3;3;47;1;0;1;0;0;1;0;1;1;0;1;1;0;0;8;7
1;3;1;2;1;1;2;1;1;1;2;4;1;1;22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;239;1
1;1;1;1;1;1;1;3;4;4;3;5;3;3;32;0;0;0;0;0;0;0;0;1;1;0;1;0;0;2;3
1;2;1;3;1;1;1;1;2;1;1;4;1;3;23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;239;1
2;1;3;3;3;1;1;1;1;1;1;3;1;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;6;4;1;1;5;1;5;6;4;5;5;5;5;57;1;1;1;0;0;1;0;1;1;1;1;1;1;1;6;11
4;2;1;1;1;4;1;4;3;1;2;2;2;1;29;1;0;0;0;0;1;0;1;0;0;0;0;0;0;12;3
3;2;4;1;1;4;1;1;1;1;2;3;1;1;26;0;0;1;0;0;1;0;0;0;0;0;0;0;0;35;2
2;3;4;1;1;2;1;5;3;3;3;4;4;3;39;0;0;1;0;0;0;0;1;0;0;0;1;1;0;5;4
1;2;1;1;1;1;2;2;3;3;3;3;2;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;1;2;1;3;3;1;3;3;2;3;3;2;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1
4;2;4;1;1;3;1;5;4;4;4;3;4;1;41;1;0;1;0;0;0;0;1;1;1;1;0;1;0;1;7
6;2;6;2;1;4;1;2;3;1;3;2;1;3;37;1;0;1;0;0;1;0;0;0;0;0;0;0;0;66;3
4;2;3;1;1;1;1;1;2;1;1;1;1;1;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1
2;3;1;3;1;2;2;3;3;2;3;3;2;2;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;3;2;3;3;4;3;1;2;2;2;5;2;3;39;1;0;0;0;0;1;0;0;0;0;0;1;0;0;18;3
2;1;1;1;1;1;1;1;1;1;1;2;1;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;3;1;1;1;1;1;2;1;1;2;3;2;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
5;3;4;1;5;2;1;4;4;4;4;3;4;2;46;1;0;1;0;1;0;0;1;1;1;1;0;1;0;3;8
6;6;5;1;3;5;3;2;4;1;3;5;1;4;49;1;1;1;0;0;1;0;0;1;0;0;1;0;1;1;7
6;4;2;1;4;4;1;1;4;2;3;4;2;2;40;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;6
5;1;1;3;3;1;3;1;1;1;1;3;1;4;29;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
4;3;4;1;3;3;1;4;2;3;2;3;3;3;39;1;0;1;0;0;0;0;1;0;0;0;0;0;0;5;3
2;2;1;3;3;3;1;1;4;2;5;3;1;1;32;0;0;0;0;0;0;0;0;1;0;1;0;0;0;49;2
3;5;2;4;4;1;1;1;4;3;6;6;5;4;49;0;1;0;1;1;0;0;0;1;0;1;1;1;1;1;8
3;1;3;1;1;1;1;1;1;1;1;2;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
5;5;3;3;1;4;3;2;3;4;4;5;1;4;47;1;1;0;0;0;1;0;0;0;1;1;1;0;1;1;7
1;1;3;2;3;4;2;2;2;2;2;4;2;3;33;0;0;0;0;0;1;0;0;0;0;0;1;0;0;27;2
3;2;3;1;1;3;1;4;3;3;3;1;2;1;31;0;0;0;0;0;0;0;1;0;0;0;0;0;0;60;1
4;3;1;1;3;2;1;2;2;1;2;4;2;2;30;1;0;0;0;0;0;0;0;0;0;0;1;0;0;10;2
1;1;4;1;1;3;1;3;1;1;1;2;3;1;24;0;0;1;0;0;0;0;0;0;0;0;0;0;0;102;1
3;1;2;1;1;3;3;3;4;1;3;4;3;1;33;0;0;0;0;0;0;0;0;1;0;0;1;0;0;21;2
4;1;1;4;3;3;2;2;1;1;1;1;1;3;28;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4;2
4;3;3;1;2;4;1;3;3;3;3;4;2;1;37;1;0;0;0;0;1;0;0;0;0;0;1;0;0;18;3
1;1;1;1;2;2;1;2;3;3;5;2;3;1;28;0;0;0;0;0;0;0;0;0;0;1;0;0;0;52;1
3;2;1;1;1;1;1;1;1;1;1;2;3;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;3;4;1;3;3;1;3;3;3;3;5;3;2;40;0;0;1;0;0;0;0;0;0;0;0;1;0;0;46;2
3;2;4;1;2;4;2;5;3;3;4;3;3;3;42;0;0;1;0;0;1;0;1;0;0;1;0;0;0;3;4
6;6;6;4;7;1;1;1;1;1;1;6;3;5;49;1;1;1;1;1;0;0;0;0;0;0;1;0;1;2;7
1;2;1;1;1;1;1;3;2;3;2;4;3;1;26;0;0;0;0;0;0;0;0;0;0;0;1;0;0;239;1
4;4;3;3;3;1;1;3;2;1;3;6;2;2;38;1;1;0;0;0;0;0;0;0;0;0;1;0;0;4;3
4;3;3;2;1;3;2;4;4;3;4;3;3;1;40;1;0;0;0;0;0;0;1;1;0;1;0;0;0;3;4
2;1;3;1;1;4;3;3;3;1;3;1;1;1;28;0;0;0;0;0;1;0;0;0;0;0;0;0;0;90;1
3;3;2;1;1;2;1;2;3;3;3;6;3;1;34;0;0;0;0;0;0;0;0;0;0;0;1;0;0;239;1
1;1;1;1;1;3;1;1;4;2;3;3;2;1;25;0;0;0;0;0;0;0;0;1;0;0;0;0;0;46;1
2;1;1;1;1;3;1;3;3;1;4;1;1;1;24;0;0;0;0;0;0;0;0;0;0;1;0;0;0;52;1
3;3;1;1;1;4;1;1;3;1;1;1;2;2;25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;90;1
1;1;1;1;3;3;1;3;2;3;2;6;5;1;33;0;0;0;0;0;0;0;0;0;0;0;1;1;0;14;2
5;5;5;1;1;4;1;5;4;4;3;4;5;3;50;1;1;1;0;0;1;0;1;1;1;0;1;1;0;2;9
4;3;3;3;4;4;2;1;2;1;2;4;1;3;37;1;0;0;0;1;1;0;0;0;0;0;1;0;0;10;4
4;3;1;4;3;3;3;1;1;2;2;4;3;4;38;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;4
2;1;1;1;2;1;1;3;1;1;1;4;3;1;23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;239;1
3;1;4;2;1;4;1;2;4;3;3;4;3;1;36;0;0;1;0;0;1;0;0;1;0;0;1;0;0;3;4
1;1;1;1;1;1;1;5;4;3;3;2;3;1;28;0;0;0;0;0;0;0;1;1;0;0;0;0;0;16;2
